Function name	Segment	Start	Length	Locals	Arguments	R	F	L	S	B	T	=
nsphyter_attach	LOAD	FFFFFFFF823A1450	0000001E	00000008	00000000	R	.	.	.	B	.	.
nsphyter_service	LOAD	FFFFFFFF823A1470	00000059	00000018	00000000	R	.	.	.	B	.	.
nsphyter_status	LOAD	FFFFFFFF823A14D0	000001F1	00000048	00000000	R	.	.	.	B	.	.
nsphyter_reset	LOAD	FFFFFFFF823A16D0	0000018D	00000038	00000000	R	.	.	.	B	.	.
pnaphy_probe	LOAD	FFFFFFFF823A1860	00000011	00000000	00000000	R	.	.	.	.	.	.
pnaphy_attach	LOAD	FFFFFFFF823A1880	0000001E	00000008	00000000	R	.	.	.	B	.	.
pnaphy_service	LOAD	FFFFFFFF823A18A0	00000091	00000020	00000000	R	.	.	.	B	.	.
qsphy_probe	LOAD	FFFFFFFF823A1940	00000011	00000000	00000000	R	.	.	.	.	.	.
qsphy_attach	LOAD	FFFFFFFF823A1960	0000001E	00000008	00000000	R	.	.	.	B	.	.
qsphy_service	LOAD	FFFFFFFF823A1980	00000059	00000018	00000000	R	.	.	.	B	.	.
qsphy_status	LOAD	FFFFFFFF823A19E0	0000020F	00000030	00000000	R	.	.	.	B	.	.
qsphy_reset	LOAD	FFFFFFFF823A1BF0	0000006B	00000020	00000000	R	.	.	.	B	.	.
rdcphy_probe	LOAD	FFFFFFFF823A1C60	00000011	00000000	00000000	R	.	.	.	.	.	.
rdcphy_attach	LOAD	FFFFFFFF823A1C80	0000001E	00000008	00000000	R	.	.	.	B	.	.
rdcphy_service	LOAD	FFFFFFFF823A1CA0	000000AF	00000028	00000000	R	.	.	.	B	.	.
rdcphy_status	LOAD	FFFFFFFF823A1D50	000001FB	00000038	00000000	R	.	.	.	B	.	.
rgephy_probe	LOAD	FFFFFFFF823A1F50	00000011	00000000	00000000	R	.	.	.	.	.	.
rgephy_attach	LOAD	FFFFFFFF823A1F70	00000152	00000028	00000000	R	.	.	.	B	.	.
rgephy_service	LOAD	FFFFFFFF823A20D0	00000452	00000048	00000000	R	.	.	.	B	.	.
rgephy_status	LOAD	FFFFFFFF823A2530	00000313	00000030	00000000	R	.	.	.	B	.	.
rgephy_reset	LOAD	FFFFFFFF823A2850	000000F1	00000030	00000000	R	.	.	.	B	.	.
rgephy_load_dspcode	LOAD	FFFFFFFF823A2950	00000E2B	00000030	00000000	R	.	.	.	B	.	.
rgephy_mii_phy_auto	LOAD	FFFFFFFF823A3780	00000163	00000030	00000000	R	.	.	.	B	.	.
rgephy_loop	LOAD	FFFFFFFF823A38F0	000000EF	00000030	00000000	R	.	.	.	B	.	.
rlphy_probe	LOAD	FFFFFFFF823A39E0	00000084	00000018	00000000	R	.	.	.	B	.	.
rlphy_attach	LOAD	FFFFFFFF823A3A70	0000001E	00000008	00000000	R	.	.	.	B	.	.
rlphy_service	LOAD	FFFFFFFF823A3A90	00000059	00000018	00000000	R	.	.	.	B	.	.
rlphy_status	LOAD	FFFFFFFF823A3AF0	0000036B	00000038	00000000	R	.	.	.	B	.	.
smcphy_probe	LOAD	FFFFFFFF823A3E60	00000011	00000000	00000000	R	.	.	.	.	.	.
smcphy_attach	LOAD	FFFFFFFF823A3E80	0000003A	00000018	00000000	R	.	.	.	B	.	.
smcphy_service	LOAD	FFFFFFFF823A3EC0	00000214	00000048	00000000	R	.	.	.	B	.	.
smcphy_reset	LOAD	FFFFFFFF823A40E0	0000018C	00000030	00000000	R	.	.	.	B	.	.
smcphy_auto	LOAD	FFFFFFFF823A4270	0000013D	00000030	00000000	R	.	.	.	B	.	.
tdkphy_probe	LOAD	FFFFFFFF823A43B0	00000011	00000000	00000000	R	.	.	.	.	.	.
tdkphy_attach	LOAD	FFFFFFFF823A43D0	0000001E	00000008	00000000	R	.	.	.	B	.	.
tdkphy_service	LOAD	FFFFFFFF823A43F0	00000133	00000034	00000000	R	.	.	.	B	.	.
tdkphy_status	LOAD	FFFFFFFF823A4530	000002FD	00000038	00000000	R	.	.	.	B	.	.
tlphy_probe	LOAD	FFFFFFFF823A4830	00000057	00000010	00000000	R	.	.	.	B	.	.
tlphy_attach	LOAD	FFFFFFFF823A4890	00000246	00000048	00000000	R	.	.	.	B	.	.
tlphy_service	LOAD	FFFFFFFF823A4AE0	00000378	00000034	00000000	R	.	.	.	B	.	.
tlphy_status	LOAD	FFFFFFFF823A4E60	000001DA	00000034	00000000	R	.	.	.	B	.	.
tlphy_acomp	LOAD	FFFFFFFF823A5040	000001B1	00000030	00000000	R	.	.	.	B	.	.
truephy_probe	LOAD	FFFFFFFF823A5200	00000011	00000000	00000000	R	.	.	.	.	.	.
truephy_attach	LOAD	FFFFFFFF823A5220	00000150	00000028	00000000	R	.	.	.	B	.	.
truephy_service	LOAD	FFFFFFFF823A5370	0000029A	00000048	00000000	R	.	.	.	B	.	.
truephy_status	LOAD	FFFFFFFF823A5610	00000202	00000038	00000000	R	.	.	.	B	.	.
truephy_reset	LOAD	FFFFFFFF823A5820	0000074B	00000048	00000000	R	.	.	.	B	.	.
ukphy_probe	LOAD	FFFFFFFF823A5F70	00000017	00000008	00000000	R	.	.	.	B	.	.
ukphy_attach	LOAD	FFFFFFFF823A5F90	0000003A	00000018	00000000	R	.	.	.	B	.	.
ukphy_service	LOAD	FFFFFFFF823A5FD0	00000059	00000018	00000000	R	.	.	.	B	.	.
ukphy_status	LOAD	FFFFFFFF823A6030	0000038D	00000048	00000000	R	.	.	.	B	.	.
xmphy_probe	LOAD	FFFFFFFF823A63C0	00000011	00000000	00000000	R	.	.	.	.	.	.
xmphy_attach	LOAD	FFFFFFFF823A63E0	00000136	00000018	00000000	R	.	.	.	B	.	.
xmphy_service	LOAD	FFFFFFFF823A6520	000002C3	00000034	00000000	R	.	.	.	B	.	.
xmphy_status	LOAD	FFFFFFFF823A67F0	00000298	00000034	00000000	R	.	.	.	B	.	.
xmphy_mii_phy_auto	LOAD	FFFFFFFF823A6A90	00000119	00000030	00000000	R	.	.	.	B	.	.
mmc_probe	LOAD	FFFFFFFF823A6BB0	00000014	00000008	00000000	R	.	.	.	B	.	.
mmc_attach	LOAD	FFFFFFFF823A6BD0	00000063	00000018	00000000	R	.	.	.	B	.	.
mmc_detach	LOAD	FFFFFFFF823A6C40	00000275	00000030	00000000	R	.	.	.	B	.	.
mmc_suspend	LOAD	FFFFFFFF823A6EC0	0000025D	00000028	00000000	R	.	.	.	B	.	.
mmc_resume	LOAD	FFFFFFFF823A7120	00000024	00000010	00000000	R	.	.	.	B	.	.
mmc_read_ivar	LOAD	FFFFFFFF823A7150	00000233	00000038	00000000	R	.	.	.	B	.	.
mmc_write_ivar	LOAD	FFFFFFFF823A7390	0000007C	00000028	00000000	R	.	.	.	B	.	.
mmc_child_location_str	LOAD	FFFFFFFF823A7410	000000B4	00000048	00000000	R	.	.	.	B	.	.
mmc_wait_for_request	LOAD	FFFFFFFF823A74D0	00000022	00000010	00000000	R	.	.	.	B	.	.
mmc_acquire_bus	LOAD	FFFFFFFF823A7500	000005CB	000000E8	00000000	R	.	.	.	B	.	.
mmc_release_bus	LOAD	FFFFFFFF823A7AD0	00000158	00000030	00000000	R	.	.	.	B	.	.
mmc_wait_for_app_cmd	LOAD	FFFFFFFF823A7C30	00000197	00000068	00000000	R	.	.	.	B	.	.
mmc_wait_for_cmd	LOAD	FFFFFFFF823A7DD0	00000079	00000058	00000000	R	.	.	.	B	.	.
mmc_wait_for_req	LOAD	FFFFFFFF823A7E50	00000186	00000028	00000000	R	.	.	.	B	.	.
mmc_wakeup	LOAD	FFFFFFFF823A7FE0	00000088	00000030	00000000	R	.	.	.	B	.	.
mmc_scan	LOAD	FFFFFFFF823A8070	000008B3	000000B8	00000000	R	.	.	.	B	.	.
mmc_go_discovery	LOAD	FFFFFFFF823A8930	00003013	000001C8	00000000	R	.	.	.	B	.	.
mmc_power_up	LOAD	FFFFFFFF823AB950	000004AE	00000048	00000000	R	.	.	.	B	.	.
mmc_idle_cards	LOAD	FFFFFFFF823ABE00	00000204	00000098	00000000	R	.	.	.	B	.	.
mmc_send_op_cond	LOAD	FFFFFFFF823AC010	000000FA	000000A8	00000000	R	.	.	.	B	.	.
mmc_delete_cards	LOAD	FFFFFFFF823AC110	000000D0	00000038	00000000	R	.	.	.	B	.	.
mmc_max_timing	LOAD	FFFFFFFF823AC1F0	000001EA	00000048	00000000	R	.	.	.	B	.	.
mmc_log_card	LOAD	FFFFFFFF823AC3E0	00000189	00000048	00000000	R	.	.	.	B	.	.
mmc_send_op_cond_cmd5	LOAD	FFFFFFFF823AC570	000000FA	000000A8	00000000	R	.	.	.	B	.	.
mmc_delayed_attach	LOAD	FFFFFFFF823AC670	00000020	00000010	00000000	R	.	.	.	B	.	.
mmcsd_probe	LOAD	FFFFFFFF823AC690	00000026	00000010	00000000	R	.	.	.	B	.	.
mmcsd_attach	LOAD	FFFFFFFF823AC6C0	000005A1	000000A8	00000000	R	.	.	.	B	.	.
mmcsd_detach	LOAD	FFFFFFFF823ACC70	000000DE	00000020	00000000	R	.	.	.	B	.	.
mmcsd_suspend	LOAD	FFFFFFFF823ACD50	000000BD	00000020	00000000	R	.	.	.	B	.	.
mmcsd_resume	LOAD	FFFFFFFF823ACE10	000000CD	00000020	00000000	R	.	.	.	B	.	.
mmcsd_task	LOAD	FFFFFFFF823ACEE0	000007D7	000000F8	00000000	.	.	.	.	B	T	.
mmcsd_rw	LOAD	FFFFFFFF823AD6C0	0000051E	00000198	00000000	R	.	.	.	B	.	.
mmcsd_open	LOAD	FFFFFFFF823ADBE0	00000003	00000000	00000000	R	.	.	.	.	.	.
mmcsd_close	LOAD	FFFFFFFF823ADBF0	00000003	00000000	00000000	R	.	.	.	.	.	.
mmcsd_strategy	LOAD	FFFFFFFF823ADC00	000000CF	00000028	00000000	R	.	.	.	B	.	.
mmcsd_dump	LOAD	FFFFFFFF823ADCD0	0000017A	00000128	00000000	R	.	.	.	B	.	.
msk_probe	LOAD	FFFFFFFF823ADE50	00000089	00000088	00000000	R	.	.	.	B	.	.
msk_attach	LOAD	FFFFFFFF823ADEE0	00001B9B	000001C8	00000000	R	.	.	.	B	.	.
msk_detach	LOAD	FFFFFFFF823AFA80	00000312	00000030	00000000	R	.	.	.	B	.	.
msk_miibus_readreg	LOAD	FFFFFFFF823AFDA0	00000039	00000018	00000000	R	.	.	.	B	.	.
msk_miibus_writereg	LOAD	FFFFFFFF823AFDE0	00000044	00000020	00000000	R	.	.	.	B	.	.
msk_miibus_statchg	LOAD	FFFFFFFF823AFE30	00000213	00000018	00000000	R	.	.	.	B	.	.
msk_smi_write	LOAD	FFFFFFFF823B0050	000000C8	00000020	00000000	R	.	.	.	B	.	.
msk_smi_read	LOAD	FFFFFFFF823B0120	000000D0	00000020	00000000	R	.	.	.	B	.	.
msk_stop	LOAD	FFFFFFFF823B01F0	0000102F	00000030	00000000	R	.	.	.	B	.	.
msk_rx_dma_jfree	LOAD	FFFFFFFF823B1220	00000100	00000018	00000000	R	.	.	.	B	.	.
msk_ioctl	LOAD	FFFFFFFF823B1320	00000B07	00000048	00000000	R	.	.	.	B	.	.
msk_start	LOAD	FFFFFFFF823B1E30	000000A3	00000028	00000000	R	.	.	.	B	.	.
msk_init	LOAD	FFFFFFFF823B1EE0	000000A3	00000020	00000000	R	.	.	.	B	.	.
switch_init	LOAD	FFFFFFFF823B1F90	00000091	00000020	00000000	R	.	.	.	B	.	.
gbe_dev_open	LOAD	FFFFFFFF823B2030	0000001A	00000008	00000000	R	.	.	.	B	.	.
gbe_dev_close	LOAD	FFFFFFFF823B2050	0000001A	00000008	00000000	R	.	.	.	B	.	.
gbe_dev_read	LOAD	FFFFFFFF823B2070	00000006	00000000	00000000	R	.	.	.	.	.	.
gbe_dev_write	LOAD	FFFFFFFF823B2080	00000006	00000000	00000000	R	.	.	.	.	.	.
gbe_dev_ioctl	LOAD	FFFFFFFF823B2090	0000014A	00000028	00000000	R	.	.	.	B	.	.
gbe_dev_poll	LOAD	FFFFFFFF823B21E0	00000006	00000000	00000000	R	.	.	.	.	.	.
msk_mediachange	LOAD	FFFFFFFF823B21F0	000000A9	00000028	00000000	R	.	.	.	B	.	.
msk_mediastatus	LOAD	FFFFFFFF823B22A0	00000109	00000028	00000000	R	.	.	.	B	.	.
msk_proc_ctrl	LOAD	FFFFFFFF823B23B0	00000077	00000020	00000000	.	.	.	.	B	.	.
switch_smi_read_indirect	LOAD	FFFFFFFF823B2430	00000186	00000010	00000000	R	.	.	.	B	.	.
switch_phy_read	LOAD	FFFFFFFF823B25C0	000001A4	00000010	00000000	R	.	.	.	B	.	.
switch_smi_write_indirect	LOAD	FFFFFFFF823B2770	00000197	00000020	00000000	R	.	.	.	B	.	.
switch_phy_write	LOAD	FFFFFFFF823B2910	000001B9	00000020	00000000	R	.	.	.	B	.	.
switch_config	LOAD	FFFFFFFF823B2AD0	0000083A	00000020	00000000	R	.	.	.	B	.	.
switch_port_enable	LOAD	FFFFFFFF823B3310	00000142	00000030	00000000	R	.	.	.	B	.	.
msk_init_locked	LOAD	FFFFFFFF823B3460	00000F21	00000038	00000000	R	.	.	.	B	.	.
msk_rxfilter	LOAD	FFFFFFFF823B4390	000001CA	00000048	00000000	R	.	.	.	B	.	.
msk_set_rx_pfu	LOAD	FFFFFFFF823B4560	000000D7	00000000	00000000	R	.	.	.	.	.	.
single_phy_update_link_mode	LOAD	FFFFFFFF823B4640	0000008A	00000020	00000000	R	.	.	.	B	.	.
msk_tick	LOAD	FFFFFFFF823B46D0	000000F2	00000018	00000000	R	.	.	.	B	.	.
msk_handle_events	LOAD	FFFFFFFF823B47D0	000007CE	00000058	00000000	R	.	.	.	B	.	.
msk_start_locked	LOAD	FFFFFFFF823B4FA0	00000935	00000278	00000000	R	.	.	.	B	.	.
msk_dmamap_load_mbuf_sg	LOAD	FFFFFFFF823B58E0	0000033D	00000088	00000000	R	.	.	.	B	.	.
msk_dmamap_cb	LOAD	FFFFFFFF823B5C20	0000000B	00000000	00000000	R	.	.	.	.	.	.
msk_newbuf	LOAD	FFFFFFFF823B5C30	00000154	00000058	00000000	R	.	.	.	B	.	.
msk_rxcsum	LOAD	FFFFFFFF823B5D90	00000169	00000000	00000000	R	.	.	.	.	.	.
msk_jumbo_newbuf	LOAD	FFFFFFFF823B5F00	00000192	00000058	00000000	R	.	.	.	B	.	.
msk_rx_fill	LOAD	FFFFFFFF823B60A0	00000139	00000028	00000000	R	.	.	.	B	.	.
switch_phy_set_link_mode	LOAD	FFFFFFFF823B61E0	000001EC	00000030	00000000	R	.	.	.	B	.	.
single_phy_set_link_mode	LOAD	FFFFFFFF823B63D0	000001F1	00000030	00000000	R	.	.	.	B	.	.
msk_sysctl_stat32	LOAD	FFFFFFFF823B65D0	0000012E	00000048	00000000	R	.	.	.	B	.	.
msk_sysctl_stat64	LOAD	FFFFFFFF823B6700	00000187	00000048	00000000	R	.	.	.	B	.	.
mskc_probe	LOAD	FFFFFFFF823B6890	0000010D	00000048	00000000	R	.	.	.	B	.	.
mskc_attach	LOAD	FFFFFFFF823B69A0	00000953	00000098	00000000	R	.	.	.	B	.	.
mskc_detach	LOAD	FFFFFFFF823B7300	000001D5	00000020	00000000	R	.	.	.	B	.	.
mskc_suspend	LOAD	FFFFFFFF823B74E0	0000017C	00000020	00000000	R	.	.	.	B	.	.
mskc_resume	LOAD	FFFFFFFF823B7660	000000D0	00000020	00000000	R	.	.	.	B	.	.
mskc_shutdown	LOAD	FFFFFFFF823B7730	000000BB	00000020	00000000	R	.	.	.	B	.	.
mskc_reset	LOAD	FFFFFFFF823B77F0	00000745	00000028	00000000	R	.	.	.	B	.	.
msk_phy_power	LOAD	FFFFFFFF823B7F40	000001BC	00000000	00000000	R	.	.	.	.	.	.
sysctl_hw_msk_proc_limit	LOAD	FFFFFFFF823B8100	00000079	00000028	00000000	R	.	.	.	B	.	.
msk_intr	LOAD	FFFFFFFF823B8180	0000074B	00000058	00000000	R	.	.	.	B	.	.
null_modevent	LOAD	FFFFFFFF823B88D0	000000D2	00000018	00000000	R	.	.	.	B	.	.
zero_read	LOAD	FFFFFFFF823B89B0	0000005E	00000020	00000000	R	.	.	.	B	.	.
null_write	LOAD	FFFFFFFF823B8A10	0000000B	00000000	00000000	R	.	.	.	.	.	.
null_ioctl	LOAD	FFFFFFFF823B8A20	0000002E	00000008	00000000	R	.	.	.	B	.	.
fixup_pci_probe	LOAD	FFFFFFFF823B8A50	0000035B	00000038	00000000	R	.	.	.	B	.	.
pci_hostb_probe	LOAD	FFFFFFFF823B8DB0	0000017F	00000038	00000000	R	.	.	.	B	.	.
pci_hostb_attach	LOAD	FFFFFFFF823B8F30	00000092	00000020	00000000	R	.	.	.	B	.	.
pci_hostb_read_ivar	LOAD	FFFFFFFF823B8FD0	0000006B	00000028	00000000	R	.	.	.	B	.	.
pci_hostb_write_ivar	LOAD	FFFFFFFF823B9040	00000006	00000000	00000000	R	.	.	.	.	.	.
pci_hostb_alloc_resource	LOAD	FFFFFFFF823B9050	0000002B	00000018	0000000C	R	.	.	.	B	.	.
pci_hostb_release_resource	LOAD	FFFFFFFF823B9080	0000000C			R	.	.	.	.	.	.
pci_hostb_get_dma_tag	LOAD	FFFFFFFF823B9090	00000114	00000078	00000000	R	.	.	.	B	.	.
pci_hostb_add_iommu	LOAD	FFFFFFFF823B91B0	00000019	00000010	00000000	R	.	.	.	B	.	.
pci_hostb_read_config	LOAD	FFFFFFFF823B91D0	0000006B	00000028	00000000	R	.	.	.	B	.	.
pci_hostb_write_config	LOAD	FFFFFFFF823B9240	0000007A	00000030	00000000	R	.	.	.	B	.	.
pci_hostb_enable_busmaster	LOAD	FFFFFFFF823B92C0	00000076	00000018	00000000	R	.	.	.	B	.	.
pci_hostb_disable_busmaster	LOAD	FFFFFFFF823B9340	00000076	00000018	00000000	R	.	.	.	B	.	.
pci_hostb_enable_io	LOAD	FFFFFFFF823B93C0	00000085	00000020	00000000	R	.	.	.	B	.	.
pci_hostb_disable_io	LOAD	FFFFFFFF823B9450	00000085	00000020	00000000	R	.	.	.	B	.	.
pci_hostb_get_powerstate	LOAD	FFFFFFFF823B94E0	00000076	00000018	00000000	R	.	.	.	B	.	.
pci_hostb_set_powerstate	LOAD	FFFFFFFF823B9560	00000085	00000020	00000000	R	.	.	.	B	.	.
pci_hostb_assign_interrupt	LOAD	FFFFFFFF823B95F0	00000076	00000018	00000000	R	.	.	.	B	.	.
pci_hostb_find_extcap	LOAD	FFFFFFFF823B9670	0000006B	00000028	00000000	R	.	.	.	B	.	.
ignore_pci_probe	LOAD	FFFFFFFF823B96E0	000000B3	00000038	00000000	R	.	.	.	B	.	.
pci_find_bsf	LOAD	FFFFFFFF823B97A0	00000034	00000000	00000000	R	.	.	.	.	.	.
pci_find_dbsf	LOAD	FFFFFFFF823B97E0	00000035	00000000	00000000	R	.	.	.	.	.	.
pci_find_device	LOAD	FFFFFFFF823B9820	00000029	00000000	00000000	R	.	.	.	.	.	.
pci_find_class	LOAD	FFFFFFFF823B9850	00000029	00000000	00000000	R	.	.	.	.	.	.
pci_read_device	LOAD	FFFFFFFF823B9880	0000119D	00000068	00000000	R	.	.	.	B	.	.
pci_get_vpd_ident_method	LOAD	FFFFFFFF823BAA20	00000064	00000028	00000000	R	.	.	.	B	.	.
pci_read_vpd	LOAD	FFFFFFFF823BAA90	000007EC	00000098	00000000	R	.	.	.	B	.	.
pci_get_vpd_readonly_method	LOAD	FFFFFFFF823BB280	000000B9	00000030	00000000	R	.	.	.	B	.	.
pci_find_extcap_method	LOAD	FFFFFFFF823BB340	000001F5	00000048	00000000	R	.	.	.	B	.	.
pci_pending_msix	LOAD	FFFFFFFF823BB540	00000049	00000018	00000000	R	.	.	.	B	.	.
pci_alloc_msix_method	LOAD	FFFFFFFF823BB590	00000549	00000078	00000000	R	.	.	.	B	.	.
pci_msi_blacklisted	LOAD	FFFFFFFF823BBAE0	000001BB	00000048	00000000	R	.	.	.	B	.	.
pci_remap_msix_method	LOAD	FFFFFFFF823BBCA0	00000479	00000068	00000000	R	.	.	.	B	.	.
pci_msix_count_method	LOAD	FFFFFFFF823BC120	00000030	00000008	00000000	R	.	.	.	B	.	.
pci_ht_map_msi	LOAD	FFFFFFFF823BC150	0000014A	00000028	00000000	R	.	.	.	B	.	.
pci_get_max_read_req	LOAD	FFFFFFFF823BC2A0	00000108	00000038	00000000	R	.	.	.	B	.	.
pci_set_max_read_req	LOAD	FFFFFFFF823BC3B0	000001B7	00000058	00000000	R	.	.	.	B	.	.
pci_msi_device_blacklisted	LOAD	FFFFFFFF823BC570	000000E9	00000048	00000000	R	.	.	.	B	.	.
pci_alloc_msi_method	LOAD	FFFFFFFF823BC660	000003AC	000000E8	00000000	R	.	.	.	B	.	.
pci_release_msi_method	LOAD	FFFFFFFF823BCA10	0000043B	000000C8	00000000	R	.	.	.	B	.	.
pci_msi_count_method	LOAD	FFFFFFFF823BCE50	00000030	00000008	00000000	R	.	.	.	B	.	.
pci_freecfg	LOAD	FFFFFFFF823BCE80	00000176	00000020	00000000	R	.	.	.	B	.	.
pci_set_powerstate_method	LOAD	FFFFFFFF823BD000	00000212	00000048	00000000	R	.	.	.	B	.	.
pci_printf	LOAD	FFFFFFFF823BD220	0000008A	00000068	00000001	R	.	.	.	B	.	.
pci_get_powerstate_method	LOAD	FFFFFFFF823BD2B0	0000007F	00000028	00000000	R	.	.	.	B	.	.
pci_enable_busmaster_method	LOAD	FFFFFFFF823BD330	000000BE	00000020	00000000	R	.	.	.	B	.	.
pci_disable_busmaster_method	LOAD	FFFFFFFF823BD3F0	000000BB	00000020	00000000	R	.	.	.	B	.	.
pci_enable_io_method	LOAD	FFFFFFFF823BD4B0	000000D7	00000028	00000000	R	.	.	.	B	.	.
pci_disable_io_method	LOAD	FFFFFFFF823BD590	000000D6	00000028	00000000	R	.	.	.	B	.	.
pci_print_verbose	LOAD	FFFFFFFF823BD670	0000028F	00000038	00000000	R	.	.	.	B	.	.
pci_find_bar	LOAD	FFFFFFFF823BD900	00000043	00000010	00000000	R	.	.	.	B	.	.
pci_bar_enabled	LOAD	FFFFFFFF823BD950	000000DE	00000030	00000000	R	.	.	.	B	.	.
pci_add_resources	LOAD	FFFFFFFF823BDA30	00000F77	00000098	00000000	R	.	.	.	B	.	.
pci_add_map	LOAD	FFFFFFFF823BE9B0	0000079E	000000A8	00000000	R	.	.	.	B	.	.
pci_assign_interrupt	LOAD	FFFFFFFF823BF150	000001B6	00000088	00000000	R	.	.	.	B	.	.
pci_add_children	LOAD	FFFFFFFF823BF310	00000432	00000078	00000000	R	.	.	.	B	.	.
pci_add_child	LOAD	FFFFFFFF823BF750	00000067	00000018	00000000	R	.	.	.	B	.	.
pci_cfg_save	LOAD	FFFFFFFF823BF7C0	0000075A	00000048	00000000	R	.	.	.	B	.	.
pci_cfg_restore	LOAD	FFFFFFFF823BFF20	0000095B	00000058	00000000	R	.	.	.	B	.	.
pci_suspend	LOAD	FFFFFFFF823C0880	000000D8	00000038	00000000	R	.	.	.	B	.	.
pci_set_power_children	LOAD	FFFFFFFF823C0960	00000133	00000058	00000000	R	.	.	.	B	.	.
pci_resume	LOAD	FFFFFFFF823C0AA0	0000027F	00000058	00000000	R	.	.	.	B	.	.
pci_driver_added	LOAD	FFFFFFFF823C0D20	00000144	00000038	00000000	R	.	.	.	B	.	.
pci_setup_intr	LOAD	FFFFFFFF823C0E70	0000042A	00000088	00000010	R	.	.	.	B	.	.
pci_enable_msi	LOAD	FFFFFFFF823C12A0	00000241	00000048	00000000	R	.	.	.	B	.	.
pci_enable_msix	LOAD	FFFFFFFF823C14F0	00000099	00000028	00000000	R	.	.	.	B	.	.
pci_teardown_intr	LOAD	FFFFFFFF823C1590	00000204	00000038	00000000	R	.	.	.	B	.	.
pci_disable_msi	LOAD	FFFFFFFF823C17A0	000000AD	00000030	00000000	R	.	.	.	B	.	.
pci_print_child	LOAD	FFFFFFFF823C1850	000001DF	00000058	00000000	R	.	.	.	B	.	.
pci_probe_nomatch	LOAD	FFFFFFFF823C1A30	000005B7	00000078	00000000	R	.	.	.	B	.	.
pci_read_ivar	LOAD	FFFFFFFF823C1FF0	000000D0	00000018	00000000	R	.	.	.	B	.	.
pci_write_ivar	LOAD	FFFFFFFF823C20C0	00000039	00000018	00000000	R	.	.	.	B	.	.
pci_alloc_resource	LOAD	FFFFFFFF823C2100	00000631	000000B8	0000000C	R	.	.	.	B	.	.
pci_activate_resource	LOAD	FFFFFFFF823C2740	00000128	00000048	00000000	R	.	.	.	B	.	.
pci_write_bar	LOAD	FFFFFFFF823C2870	0000021B	00000048	00000000	R	.	.	.	B	.	.
pci_deactivate_resource	LOAD	FFFFFFFF823C2A90	000000B3	00000038	00000000	R	.	.	.	B	.	.
pci_delete_child	LOAD	FFFFFFFF823C2B50	000001C4	00000048	00000000	R	.	.	.	B	.	.
pci_delete_resource	LOAD	FFFFFFFF823C2D20	0000011D	00000038	00000000	R	.	.	.	B	.	.
pci_get_resource_list	LOAD	FFFFFFFF823C2E40	00000012	00000008	00000000	R	.	.	.	B	.	.
pci_read_config_method	LOAD	FFFFFFFF823C2E60	00000099	00000038	00000000	R	.	.	.	B	.	.
pci_write_config_method	LOAD	FFFFFFFF823C2F00	000000A5	00000048	00000000	R	.	.	.	B	.	.
pci_child_location_str_method	LOAD	FFFFFFFF823C2FB0	0000011D	00000058	00000000	R	.	.	.	B	.	.
pci_child_pnpinfo_str_method	LOAD	FFFFFFFF823C30D0	00000065	00000038	00000000	R	.	.	.	B	.	.
pci_assign_interrupt_method	LOAD	FFFFFFFF823C3140	00000079	00000028	00000000	R	.	.	.	B	.	.
pci_read_bar	LOAD	FFFFFFFF823C31C0	000005F3	00000068	00000000	R	.	.	.	B	.	.
pci_describe_parse_line	LOAD	FFFFFFFF823C37C0	00000161	00000038	00000000	R	.	.	.	B	.	.
vpd_nextbyte	LOAD	FFFFFFFF823C3930	000001FC	00000068	00000000	R	.	.	.	B	.	.
pci_modevent	LOAD	FFFFFFFF823C3B30	0000007B	00000018	00000000	R	.	.	.	B	.	.
pci_probe	LOAD	FFFFFFFF823C3BB0	00000017	00000008	00000000	R	.	.	.	B	.	.
pci_attach	LOAD	FFFFFFFF823C3BD0	0000011D	00000048	00000000	R	.	.	.	B	.	.
pci_remap_intr_method	LOAD	FFFFFFFF823C3CF0	00000320	00000068	00000000	R	.	.	.	B	.	.
pcib_attach_common	LOAD	FFFFFFFF823C4020	000010F9	00000088	00000000	R	.	.	.	B	.	.
pcib_attach	LOAD	FFFFFFFF823C5120	00000048	00000010	00000000	R	.	.	.	B	.	.
pcib_read_ivar	LOAD	FFFFFFFF823C5170	00000033	00000018	00000000	R	.	.	.	B	.	.
pcib_write_ivar	LOAD	FFFFFFFF823C51B0	00000033	00000018	00000000	R	.	.	.	B	.	.
pcib_alloc_resource	LOAD	FFFFFFFF823C51F0	00000316	00000088	0000000C	R	.	.	.	B	.	.
pcib_suballoc_resource	LOAD	FFFFFFFF823C5510	0000011E	00000058	00000014	R	.	.	.	B	.	.
pcib_grow_window	LOAD	FFFFFFFF823C5630	00000670	00000088	00000004	R	.	.	.	B	.	.
pcib_adjust_resource	LOAD	FFFFFFFF823C5CB0	000000B8	00000048	00000000	R	.	.	.	B	.	.
pcib_release_resource	LOAD	FFFFFFFF823C5D70	000000D4	00000034	00000000	R	.	.	.	B	.	.
pcib_maxslots	LOAD	FFFFFFFF823C5E50	00000006	00000000	00000000	R	.	.	.	.	.	.
pcib_read_config	LOAD	FFFFFFFF823C5E60	00000088	00000034	00000000	R	.	.	.	B	.	.
pcib_write_config	LOAD	FFFFFFFF823C5EF0	00000088	00000034	00000000	R	.	.	.	B	.	.
